"Country","Region","City","Surface","Bedrooms","Density","houseid","date","price"
"UK","England","Birmingham",301.5534,2,2304,253,"2030-01-01",605536.730415123
"UK","England","Birmingham",301.5534,2,2304,253,"2031-01-02",639226.867640897
"UK","England","Birmingham",301.5534,2,2304,253,"2032-01-02",728561.227248238
"UK","England","Birmingham",301.5534,2,2304,253,"2033-01-01",856671.949205658
"UK","England","Birmingham",301.5534,2,2304,253,"2034-01-01",798555.633614496
"UK","England","Birmingham",301.5534,2,2304,253,"2035-01-02",881098.208929899
"UK","England","Birmingham",301.5534,2,2304,253,"2036-01-02",946526.706712212
"USA","Texas","Houston",160.1596,5,8697,255,"2027-01-02",939046.622528732
"USA","Texas","Houston",160.1596,5,8697,255,"2028-01-02",932264.063366518
"USA","Texas","Houston",160.1596,5,8697,255,"2029-01-01",998118.868589692
"USA","Texas","Houston",160.1596,5,8697,255,"2030-01-01",1111907.66061577
"USA","Texas","Houston",160.1596,5,8697,255,"2031-01-02",1096005.93030598
"USA","Texas","Houston",160.1596,5,8697,255,"2032-01-02",1154644.24954132
"USA","Texas","Houston",160.1596,5,8697,255,"2033-01-01",1163722.44087153
"USA","Texas","Houston",160.1596,5,8697,255,"2034-01-01",1188269.39892725
"USA","Texas","Houston",160.1596,5,8697,255,"2035-01-02",1138758.85064709
"USA","Texas","Houston",160.1596,5,8697,255,"2036-01-02",1319894.79217338
"Australia","Victoria",NA,275.6343,1,832,256,"2027-01-02",891118.038252799
"Australia","Victoria",NA,275.6343,1,832,256,"2028-01-02",1027439.08136376
"Australia","Victoria",NA,275.6343,1,832,256,"2029-01-01",1070094.29938998
"Australia","Victoria",NA,275.6343,1,832,256,"2030-01-01",1289874.69029312
"Australia","Victoria",NA,275.6343,1,832,256,"2031-01-02",1217259.97736256
"Australia","Victoria",NA,275.6343,1,832,256,"2032-01-02",1241859.49928777
"Australia","Victoria",NA,275.6343,1,832,256,"2033-01-01",1397935.06214279
"Australia","Victoria",NA,275.6343,1,832,256,"2034-01-01",1457013.34610527
"Australia","Victoria",NA,275.6343,1,832,256,"2035-01-02",1593173.03117144
"Australia","Victoria",NA,275.6343,1,832,256,"2036-01-02",1544747.10529162
"India","Delhi",NA,94.2006,1,8239,257,"2027-01-02",686245.240112142
"India","Delhi",NA,94.2006,1,8239,257,"2028-01-02",728063.697553916
"India","Delhi",NA,94.2006,1,8239,257,"2029-01-01",849548.142588295
"India","Delhi",NA,94.2006,1,8239,257,"2030-01-01",935077.711210027
"India","Delhi",NA,94.2006,1,8239,257,"2031-01-02",834798.954280104
"India","Delhi",NA,94.2006,1,8239,257,"2032-01-02",710277.33428006
"India","Delhi",NA,94.2006,1,8239,257,"2033-01-01",632990.656688969
"India","Delhi",NA,94.2006,1,8239,257,"2034-01-01",478770.966550497
"India","Delhi",NA,94.2006,1,8239,257,"2035-01-02",434036.146629377
"India","Delhi",NA,94.2006,1,8239,257,"2036-01-02",356426.450646034
"USA","New York","Rochester",230.4849,6,2402,258,"2027-01-02",994715.929745303
"USA","New York","Rochester",230.4849,6,2402,258,"2028-01-02",987531.277347663
"USA","New York","Rochester",230.4849,6,2402,258,"2029-01-01",1057290.14293398
"USA","New York","Rochester",230.4849,6,2402,258,"2030-01-01",1177824.65076491
"USA","New York","Rochester",230.4849,6,2402,258,"2031-01-02",1160980.21874588
"USA","New York","Rochester",230.4849,6,2402,258,"2032-01-02",1223094.78454847
"USA","New York","Rochester",230.4849,6,2402,258,"2033-01-01",1232711.15341174
"USA","New York","Rochester",230.4849,6,2402,258,"2034-01-01",1258713.32551919
"USA","New York","Rochester",230.4849,6,2402,258,"2035-01-02",1206267.65571484
"USA","New York","Rochester",230.4849,6,2402,258,"2036-01-02",1398141.83969479
"USA","New York","Buffalo",229.463,5,6875,259,"2027-01-02",761276.793990056
"USA","New York","Buffalo",229.463,5,6875,259,"2028-01-02",755778.246594686
"USA","New York","Buffalo",229.463,5,6875,259,"2029-01-01",809166.143640608
"USA","New York","Buffalo",229.463,5,6875,259,"2030-01-01",901413.716600797
"USA","New York","Buffalo",229.463,5,6875,259,"2031-01-02",888522.333097743
"USA","New York","Buffalo",229.463,5,6875,259,"2032-01-02",936059.889864218
"USA","New York","Buffalo",229.463,5,6875,259,"2033-01-01",943419.508922586
"USA","New York","Buffalo",229.463,5,6875,259,"2034-01-01",963319.505027482
"USA","New York","Buffalo",229.463,5,6875,259,"2035-01-02",923181.734606128
"USA","New York","Buffalo",229.463,5,6875,259,"2036-01-02",1070027.04786278
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2027-01-02",2073265.69272644
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2028-01-02",2199606.49346205
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2029-01-01",2566632.03676276
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2030-01-01",2825031.67288724
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2031-01-02",2522072.18508359
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2032-01-02",2145870.81032925
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2033-01-01",1912374.37525273
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2034-01-01",1446449.98843331
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2035-01-02",1311298.35168375
"India","Maharashtra","Nagpur",320.8766,1,8668.5,260,"2036-01-02",1076826.02211407
"Australia","Queensland",NA,343.5442,4,763,261,"2027-01-02",2379957.5890487
"Australia","Queensland",NA,343.5442,4,763,261,"2028-01-02",2744037.64036837
"Australia","Queensland",NA,343.5442,4,763,261,"2029-01-01",2857959.25961096
"Australia","Queensland",NA,343.5442,4,763,261,"2030-01-01",3444938.74695204
"Australia","Queensland",NA,343.5442,4,763,261,"2031-01-02",3251002.6692417
"Australia","Queensland",NA,343.5442,4,763,261,"2032-01-02",3316701.95528426
"Australia","Queensland",NA,343.5442,4,763,261,"2033-01-01",3733541.4808427
"Australia","Queensland",NA,343.5442,4,763,261,"2034-01-01",3891325.07878239
"Australia","Queensland",NA,343.5442,4,763,261,"2035-01-02",4254974.18236364
"Australia","Queensland",NA,343.5442,4,763,261,"2036-01-02",4125640.41864547
"UK","Scotland",NA,318.1825,1,5699,262,"2027-01-02",1129471.72364783
"UK","Scotland",NA,318.1825,1,5699,262,"2028-01-02",1198194.42526545
"UK","Scotland",NA,318.1825,1,5699,262,"2029-01-01",1428675.12603227
"UK","Scotland",NA,318.1825,1,5699,262,"2030-01-01",1454394.39423559
"UK","Scotland",NA,318.1825,1,5699,262,"2031-01-02",1535312.27132061
"UK","Scotland",NA,318.1825,1,5699,262,"2032-01-02",1749877.9372819
"UK","Scotland",NA,318.1825,1,5699,262,"2033-01-01",2057577.71253519
"UK","Scotland",NA,318.1825,1,5699,262,"2034-01-01",1917992.3837452
"UK","Scotland",NA,318.1825,1,5699,262,"2035-01-02",2116245.35965004
"UK","Scotland",NA,318.1825,1,5699,262,"2036-01-02",2273393.28415764
"India","Delhi",NA,299.4167,2,776,263,"2027-01-02",1361969.53482442
"India","Delhi",NA,299.4167,2,776,263,"2028-01-02",1444965.32364729
"India","Delhi",NA,299.4167,2,776,263,"2029-01-01",1686071.71451252
"India","Delhi",NA,299.4167,2,776,263,"2030-01-01",1855819.58303025
"India","Delhi",NA,299.4167,2,776,263,"2031-01-02",1656799.46027311
"India","Delhi",NA,299.4167,2,776,263,"2032-01-02",1409665.28293539
"India","Delhi",NA,299.4167,2,776,263,"2033-01-01",1256276.82327968
"India","Delhi",NA,299.4167,2,776,263,"2034-01-01",950201.811955246
"India","Delhi",NA,299.4167,2,776,263,"2035-01-02",861418.009435222
"India","Delhi",NA,299.4167,2,776,263,"2036-01-02",707388.465246289
"UK","Wales",NA,400.0274,6,7890,264,"2027-01-02",2999347.84099655
"UK","Wales",NA,400.0274,6,7890,264,"2028-01-02",3181843.14602157
"UK","Wales",NA,400.0274,6,7890,264,"2029-01-01",3793891.9275561
"UK","Wales",NA,400.0274,6,7890,264,"2030-01-01",3862190.25671523
"UK","Wales",NA,400.0274,6,7890,264,"2031-01-02",4077070.23542698
"UK","Wales",NA,400.0274,6,7890,264,"2032-01-02",4646856.13929583
"UK","Wales",NA,400.0274,6,7890,264,"2033-01-01",5463962.61240028
"UK","Wales",NA,400.0274,6,7890,264,"2034-01-01",5093289.36244152
"UK","Wales",NA,400.0274,6,7890,264,"2035-01-02",5619756.4025644
"UK","Wales",NA,400.0274,6,7890,264,"2036-01-02",6037067.68023558
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2027-01-02",1153258.85321649
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2028-01-02",1329681.55267802
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2029-01-01",1384884.68594763
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2030-01-01",1669318.02776325
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2031-01-02",1575342.19407332
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2032-01-02",1607178.17452408
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2033-01-01",1809166.59458369
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2034-01-01",1885623.97855289
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2035-01-02",2061837.85316102
"Australia","New South Wales","Sydney",394.7321,1,4857.5,265,"2036-01-02",1999166.43888284
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2027-01-02",1391312.79773778
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2028-01-02",1604152.40342359
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2029-01-01",1670750.48379299
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2030-01-01",2013896.12491916
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2031-01-02",1900521.94207528
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2032-01-02",1938929.45735786
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2033-01-01",2182612.02093841
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2034-01-01",2274851.62222238
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2035-01-02",2487439.29774508
"Australia","New South Wales","Sydney",286.5965,3,8494,266,"2036-01-02",2411831.34512076
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2027-01-02",2075711.90950707
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2028-01-02",2045029.16437807
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2029-01-01",2014727.3192624
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2030-01-01",2035480.89487437
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2031-01-02",2032429.50275117
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2032-01-02",2042523.72537699
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2033-01-01",2055768.79040205
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2034-01-01",2054326.1455485
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2035-01-02",2041997.16269649
"Italy","Tuscany",NA,340.6643,3,3110.5,269,"2036-01-02",2041037.56529508
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2027-01-02",560990.270147897
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2028-01-02",708304.487166626
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2029-01-01",840036.785436274
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2030-01-01",946540.176849428
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2031-01-02",1242792.48510608
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2032-01-02",1191180.26908673
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2033-01-01",1387238.73286345
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2034-01-01",1258086.2814386
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2035-01-02",1215103.71245661
"China","Beijing","Fengtai",269.9674,3,1730.5,271,"2036-01-02",1198733.2346412
"India","Karnataka",NA,385.7208,5,7031,272,"2027-01-02",1111676.74718487
"India","Karnataka",NA,385.7208,5,7031,272,"2028-01-02",1179420.17770187
"India","Karnataka",NA,385.7208,5,7031,272,"2029-01-01",1376217.80163483
"India","Karnataka",NA,385.7208,5,7031,272,"2030-01-01",1514770.64991105
"India","Karnataka",NA,385.7208,5,7031,272,"2031-01-02",1352324.98792382
"India","Karnataka",NA,385.7208,5,7031,272,"2032-01-02",1150607.31997582
"India","Karnataka",NA,385.7208,5,7031,272,"2033-01-01",1025407.46819812
"India","Karnataka",NA,385.7208,5,7031,272,"2034-01-01",775580.681119822
"India","Karnataka",NA,385.7208,5,7031,272,"2035-01-02",703112.915678293
"India","Karnataka",NA,385.7208,5,7031,272,"2036-01-02",577389.793188336
"Italy","Tuscany",NA,103.4906,6,6705,274,"2027-01-02",591426.139507074
"Italy","Tuscany",NA,103.4906,6,6705,274,"2028-01-02",560743.394378068
"Italy","Tuscany",NA,103.4906,6,6705,274,"2029-01-01",530441.549262403
"Italy","Tuscany",NA,103.4906,6,6705,274,"2030-01-01",551195.124874368
"Italy","Tuscany",NA,103.4906,6,6705,274,"2031-01-02",548143.732751169
"Italy","Tuscany",NA,103.4906,6,6705,274,"2032-01-02",558237.955376988
"Italy","Tuscany",NA,103.4906,6,6705,274,"2033-01-01",571483.020402049
"Italy","Tuscany",NA,103.4906,6,6705,274,"2034-01-01",570040.375548504
"Italy","Tuscany",NA,103.4906,6,6705,274,"2035-01-02",557711.392696489
"Italy","Tuscany",NA,103.4906,6,6705,274,"2036-01-02",556751.795295079
"Australia","Queensland",NA,70.1395,2,7229,275,"2027-01-02",139364.138013929
"Australia","Queensland",NA,70.1395,2,7229,275,"2028-01-02",160683.720662674
"Australia","Queensland",NA,70.1395,2,7229,275,"2029-01-01",167354.67494352
"Australia","Queensland",NA,70.1395,2,7229,275,"2030-01-01",201726.669915852
"Australia","Queensland",NA,70.1395,2,7229,275,"2031-01-02",190370.276665707
"Australia","Queensland",NA,70.1395,2,7229,275,"2032-01-02",194217.456300161
"Australia","Queensland",NA,70.1395,2,7229,275,"2033-01-01",218626.496796049
"Australia","Queensland",NA,70.1395,2,7229,275,"2034-01-01",227865.894683132
"Australia","Queensland",NA,70.1395,2,7229,275,"2035-01-02",249160.242151061
"Australia","Queensland",NA,70.1395,2,7229,275,"2036-01-02",241586.792699853
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2027-01-02",3132694.21065504
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2028-01-02",3600108.2029376
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2029-01-01",3724213.37968501
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2030-01-01",3681732.69802579
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2031-01-02",3851944.03489512
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2032-01-02",3989529.88924916
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2033-01-01",4026472.20589552
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2034-01-01",4260536.86430237
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2035-01-02",4624019.2125438
"Canada","Ontario","Hamilton",325.15,3,6322.5,276,"2036-01-02",4632020.09105703
"USA","New York","New York City",388.7865,3,6145,277,"2027-01-02",2204179.19580236
"USA","New York","New York City",388.7865,3,6145,277,"2028-01-02",2188258.72429554
"USA","New York","New York City",388.7865,3,6145,277,"2029-01-01",2342836.63710512
"USA","New York","New York City",388.7865,3,6145,277,"2030-01-01",2609927.58468991
"USA","New York","New York City",388.7865,3,6145,277,"2031-01-02",2572602.15254408
"USA","New York","New York City",388.7865,3,6145,277,"2032-01-02",2710241.14530753
"USA","New York","New York City",388.7865,3,6145,277,"2033-01-01",2731549.88092363
"USA","New York","New York City",388.7865,3,6145,277,"2034-01-01",2789167.82171626
"USA","New York","New York City",388.7865,3,6145,277,"2035-01-02",2672954.12887715
"USA","New York","New York City",388.7865,3,6145,277,"2036-01-02",3098125.80548044
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2027-01-02",1760558.95682485
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2028-01-02",2023243.35412715
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2029-01-01",2092989.8617077
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2030-01-01",2069115.92459223
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2031-01-02",2164773.87060534
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2032-01-02",2242096.45363675
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2033-01-01",2262857.85646899
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2034-01-01",2394401.05957918
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2035-01-02",2598676.37686601
"Canada","Quebec","Montreal",449.3573,3,6571,278,"2036-01-02",2603172.83179641
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2027-01-02",863388.179507075
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2028-01-02",832705.434378068
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2029-01-01",802403.589262403
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2030-01-01",823157.164874368
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2031-01-02",820105.772751169
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2032-01-02",830199.995376988
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2033-01-01",843445.060402049
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2034-01-01",842002.415548504
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2035-01-02",829673.432696489
"Italy","Sicily",NA,245.6276,3,7361.5,280,"2036-01-02",828713.835295079
"China","Shanghai",NA,198.7131,1,2273.5,281,"2027-01-02",1958764.42270452
"China","Shanghai",NA,198.7131,1,2273.5,281,"2028-01-02",2473129.57769871
"China","Shanghai",NA,198.7131,1,2273.5,281,"2029-01-01",2933088.60533685
"China","Shanghai",NA,198.7131,1,2273.5,281,"2030-01-01",3304957.8963006
"China","Shanghai",NA,198.7131,1,2273.5,281,"2031-01-02",4339358.15676186
"China","Shanghai",NA,198.7131,1,2273.5,281,"2032-01-02",4159147.95010537
"China","Shanghai",NA,198.7131,1,2273.5,281,"2033-01-01",4843709.45509314
"China","Shanghai",NA,198.7131,1,2273.5,281,"2034-01-01",4392758.27034374
"China","Shanghai",NA,198.7131,1,2273.5,281,"2035-01-02",4242679.5053481
"China","Shanghai",NA,198.7131,1,2273.5,281,"2036-01-02",4185520.02998136
"South Korea","Seoul",NA,274.7053,2,2902,283,"2027-01-02",2420365.02490552
"South Korea","Seoul",NA,274.7053,2,2902,283,"2028-01-02",2444030.38476306
"South Korea","Seoul",NA,274.7053,2,2902,283,"2029-01-01",2383631.43756257
"South Korea","Seoul",NA,274.7053,2,2902,283,"2030-01-01",2474988.07582312
"South Korea","Seoul",NA,274.7053,2,2902,283,"2031-01-02",2442913.5778093
"South Korea","Seoul",NA,274.7053,2,2902,283,"2032-01-02",2465016.34739929
"South Korea","Seoul",NA,274.7053,2,2902,283,"2033-01-01",2433985.0058047
"South Korea","Seoul",NA,274.7053,2,2902,283,"2034-01-01",2452106.21753455
"South Korea","Seoul",NA,274.7053,2,2902,283,"2035-01-02",2455236.22840815
"South Korea","Seoul",NA,274.7053,2,2902,283,"2036-01-02",2444040.40180075
"USA","Texas","Dallas",327.1938,4,9088,285,"2027-01-02",863001.799402619
"USA","Texas","Dallas",327.1938,4,9088,285,"2028-01-02",856768.503568744
"USA","Texas","Dallas",327.1938,4,9088,285,"2029-01-01",917290.323801936
"USA","Texas","Dallas",327.1938,4,9088,285,"2030-01-01",1021864.4014569
"USA","Texas","Dallas",327.1938,4,9088,285,"2031-01-02",1007250.41098658
"USA","Texas","Dallas",327.1938,4,9088,285,"2032-01-02",1061140.14309975
"USA","Texas","Dallas",327.1938,4,9088,285,"2033-01-01",1069483.17860787
"USA","Texas","Dallas",327.1938,4,9088,285,"2034-01-01",1092042.29990564
"USA","Texas","Dallas",327.1938,4,9088,285,"2035-01-02",1046541.15659781
"USA","Texas","Dallas",327.1938,4,9088,285,"2036-01-02",1213008.55294361
"Australia","Victoria",NA,141.7654,3,1265,287,"2027-01-02",758327.49971929
"Australia","Victoria",NA,141.7654,3,1265,287,"2028-01-02",874334.573242508
"Australia","Victoria",NA,141.7654,3,1265,287,"2029-01-01",910633.495997155
"Australia","Victoria",NA,141.7654,3,1265,287,"2030-01-01",1097663.16789975
"Australia","Victoria",NA,141.7654,3,1265,287,"2031-01-02",1035869.18401021
"Australia","Victoria",NA,141.7654,3,1265,287,"2032-01-02",1056802.99205253
"Australia","Victoria",NA,141.7654,3,1265,287,"2033-01-01",1189620.8526125
"Australia","Victoria",NA,141.7654,3,1265,287,"2034-01-01",1239895.54736878
"Australia","Victoria",NA,141.7654,3,1265,287,"2035-01-02",1355765.30772201
"Australia","Victoria",NA,141.7654,3,1265,287,"2036-01-02",1314555.60292686
"India","Delhi",NA,144.0879,5,9680,288,"2027-01-02",495875.092827727
"India","Delhi",NA,144.0879,5,9680,288,"2028-01-02",526092.761750957
"India","Delhi",NA,144.0879,5,9680,288,"2029-01-01",613876.409545299
"India","Delhi",NA,144.0879,5,9680,288,"2030-01-01",675679.363213708
"India","Delhi",NA,144.0879,5,9680,288,"2031-01-02",603218.7689615
"India","Delhi",NA,144.0879,5,9680,288,"2032-01-02",513240.483842188
"India","Delhi",NA,144.0879,5,9680,288,"2033-01-01",457393.774554171
"India","Delhi",NA,144.0879,5,9680,288,"2034-01-01",345955.911392044
"India","Delhi",NA,144.0879,5,9680,288,"2035-01-02",313630.903239867
"India","Delhi",NA,144.0879,5,9680,288,"2036-01-02",257550.783552942
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2027-01-02",204815.623649038
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2028-01-02",355189.585792965
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2029-01-01",206547.668446199
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2030-01-01",293825.913793327
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2031-01-02",385373.464964776
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2032-01-02",224333.830541592
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2033-01-01",254095.156265293
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2034-01-01",222487.58766003
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2035-01-02",270737.597367771
"Mexico","Jalisco","Tlaquepaque",88.5337,1,8538.5,289,"2036-01-02",260370.620502053
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2027-01-02",2123378.26364904
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2028-01-02",2273752.22579296
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2029-01-01",2125110.3084462
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2030-01-01",2212388.55379333
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2031-01-02",2303936.10496478
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2032-01-02",2142896.47054159
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2033-01-01",2172657.79626529
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2034-01-01",2141050.22766003
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2035-01-02",2189300.23736777
"Mexico","Mexico City","Tlalpan",218.0363,3,8551.5,290,"2036-01-02",2178933.26050205
"India","Karnataka",NA,428.9193,6,2812.5,292,"2027-01-02",2980387.97289674
"India","Karnataka",NA,428.9193,6,2812.5,292,"2028-01-02",3162007.05062497
"India","Karnataka",NA,428.9193,6,2812.5,292,"2029-01-01",3689618.40253079
"India","Karnataka",NA,428.9193,6,2812.5,292,"2030-01-01",4061076.42183247
"India","Karnataka",NA,428.9193,6,2812.5,292,"2031-01-02",3625562.14264834
"India","Karnataka",NA,428.9193,6,2812.5,292,"2032-01-02",3084760.22968628
"India","Karnataka",NA,428.9193,6,2812.5,292,"2033-01-01",2749101.3851601
"India","Karnataka",NA,428.9193,6,2812.5,292,"2034-01-01",2079319.67622256
"India","Karnataka",NA,428.9193,6,2812.5,292,"2035-01-02",1885034.73044891
"India","Karnataka",NA,428.9193,6,2812.5,292,"2036-01-02",1547973.00532696
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2027-01-02",2929997.10600094
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2028-01-02",3699404.79897907
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2029-01-01",4387429.66007901
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2030-01-01",4943686.41750469
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2031-01-02",6490983.13908463
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2032-01-02",6221417.60182298
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2033-01-01",7245411.71017237
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2034-01-01",6570861.1358674
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2035-01-02",6346367.39786993
"China","Beijing","Chaoyang",303.3185,5,724.5,293,"2036-01-02",6260865.99940474
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2027-01-02",2242462.59349464
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2028-01-02",2226265.60524976
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2029-01-01",2383528.3133796
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2030-01-01",2655258.24308557
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2031-01-02",2617284.52149184
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2032-01-02",2757314.10498589
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2033-01-01",2778992.94157068
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2034-01-01",2837611.62300578
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2035-01-02",2719379.46738702
"USA","California","Los Angeles",247.8572,6,3503.5,294,"2036-01-02",3151935.75908476
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2027-01-02",1776570.25950707
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2028-01-02",1745887.51437807
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2029-01-01",1715585.6692624
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2030-01-01",1736339.24487437
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2031-01-02",1733287.85275117
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2032-01-02",1743382.07537699
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2033-01-01",1756627.14040205
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2034-01-01",1755184.4955485
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2035-01-02",1742855.51269649
"Italy","Sicily",NA,425.3891,6,8988.5,295,"2036-01-02",1741895.91529508
"USA","California","San Francisco",362.6816,4,7659,297,"2027-01-02",1210288.4585714
"USA","California","San Francisco",362.6816,4,7659,297,"2028-01-02",1201546.74969294
"USA","California","San Francisco",362.6816,4,7659,297,"2029-01-01",1286423.60771085
"USA","California","San Francisco",362.6816,4,7659,297,"2030-01-01",1433080.06832872
"USA","California","San Francisco",362.6816,4,7659,297,"2031-01-02",1412585.14016473
"USA","California","San Francisco",362.6816,4,7659,297,"2032-01-02",1488161.0422187
"USA","California","San Francisco",362.6816,4,7659,297,"2033-01-01",1499861.43722779
